Permit #,Status,Permit Type,Permit SubType,Permit Sub Type Description,Date Entered,Date Issued,Parcel,Business Name,Business Owner,Address,City,State,Zip,Council District,Census Tract,Mapped Location,latlng,lat,lng
14-19963,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/03/2014,08/26/2014,07510021000,Hooters of Hermitage,DW Restaurant Holder LLC,4119  Lebanon PIKE,Hermitage,TN,37076.0,11.0,37015404.0,"4119 Lebanon PIKE
Hermitage, TN 37076
(36.199792, -86.619016)","36.199792, -86.619016",36.199792, -86.619016
08-00829,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,12/18/2007,01/10/2008,09700006300,Shooters Sports Bar & Grill,Barry Ray Shuffitt,5851  Old Hickory BLVD,Hermitage,TN,37076.0,14.0,37015610.0,"5851 Old Hickory BLVD
Hermitage, TN 37076
(36.167684, -86.599699)","36.167684, -86.599699",36.167684, -86.599699
16-20354,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/29/2016,10/13/2016,08111021300,Star Market,"Bolis Boktor,",1613  Buchanan ST,Nashville,TN,37208.0,21.0,37013900.0,"1613 Buchanan ST
Nashville, TN 37208
(36.180051, -86.810558)","36.180051, -86.810558",36.180051, -86.810558
14-17194,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/03/2014,11/06/2014,13102009600,Twicedaily,Tri-Star LLC,4040  Hillsboro PIKE,Nashville,TN,37215.0,25.0,37017901.0,"4040 Hillsboro PIKE
Nashville, TN 37215
(36.103232, -86.816231)","36.103232, -86.816231",36.103232, -86.816231
14-17199,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/31/2014,11/20/2014,05816014000,Kwik Sak,Gopam Inc,4160  Clarksville PIKE,Nashville,TN,37218.0,1.0,37012801.0,"4160 Clarksville PIKE
Nashville, TN 37218
(36.218305, -86.837099)","36.218305, -86.837099",36.218305, -86.837099
00-17649,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/25/2000,10/06/2000,07500020000,Chili's Grill & Bar,Chili's Inc.,5005  Old Hickory BLVD,Hermitage,TN,37076.0,14.0,37015404.0,"5005 Old Hickory BLVD
Hermitage, TN 37076
(36.195244, -86.619266)","36.195244, -86.619266",36.195244, -86.619266
09-16450,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/13/2008,01/08/2009,09400008100,Lebanon Rd Spence Lane Shell,Lebanon Rd Spence Lane Shell Corp.,1501  Lebanon PIKE,Nashville,TN,37210.0,15.0,37019600.0,"1501 Lebanon PIKE
Nashville, TN 37210
(36.153721, -86.721298)","36.153721, -86.721298",36.153721, -86.721298
T22-27984,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,10/24/2022,,093063A00300CO,PUSHING DAISIES,"Cheryl Slomann 0%, David Overton 0%, Matthew Clark, Samuel Fox 0%, Scarlett May 0%",570  BROADWAY,NASHVILLE,TN,37203.0,19.0,37019500.0,"570 BROADWAY
NASHVILLE, TN 37203
(36.15999, -86.77956)","36.15999, -86.77956",36.15999, -86.77956
13-19831,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/03/2013,12/18/2013,09306307300,World Famous Tootsies Orchid L,"Tootsies Entertainment, LLC",422  Broadway,Nashville,TN,37203.0,19.0,37019500.0,"422 Broadway
Nashville, TN 37203
(36.160646, -86.77811)","36.160646, -86.77811",36.160646, -86.77811
16-20253,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/28/2016,03/24/2016,07300001700,Mission BBQ,Mission BBQ Nashville TN LLC,161  Opry Mills DR  530A,Nashville,TN,37214.0,15.0,37015300.0,"161 Opry Mills DR 530A
Nashville, TN 37214
(36.198501, -86.692068)","36.198501, -86.692068",36.198501, -86.692068
16-20361,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/26/2016,03/28/2019,14200009800,Players Inn,"Players Inn, Inc",7097  Old Harding PIKE,Nashville,TN,37221.0,34.0,37018404.0,"7097 Old Harding PIKE
Nashville, TN 37221
(36.073068, -86.925303)","36.073068, -86.925303",36.073068, -86.925303
18-25586,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,07/12/2018,09/13/2018,11801004100,TWICE DAILY #6055 & WHITE BISON #6055,,2607  12TH AVE S,NASHVILLE,TN,37204.0,18.0,37016900.0,"2607 12TH AVE S
NASHVILLE, TN 37204
(36.123415, -86.789891)","36.123415, -86.789891",36.123415, -86.789891
11-16755,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,01/03/2011,01/27/2011,09216034000,Virginia's Market,Bersabel Corporation,703  18th AVE S,Nashville,TN,37203.0,19.0,37019500.0,"703 18th AVE S
Nashville, TN 37203
(36.150906, -86.794329)","36.150906, -86.794329",36.150906, -86.794329
09-16543,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/09/2009,10/07/2009,07206027700,Dollar General,"Dolgencorp, LLC",3006  Gallatin PIKE,Nashville,TN,37216.0,7.0,37011400.0,"3006 Gallatin PIKE
Nashville, TN 37216
(36.203895, -86.738296)","36.203895, -86.738296",36.203895, -86.738296
15-20063,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/22/2014,03/06/2015,093060A00300CO,Bakersfield SoBro,"JJA SoBro, LLC",201  3rd AVE S,Nashville,TN,37201.0,19.0,37019500.0,"201 3rd AVE S
Nashville, TN 37201
(36.158964, -86.774287)","36.158964, -86.774287",36.158964, -86.774287
17-25247,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/26/2017,02/08/2018,17500007900,TIGERMARKET #41060H,,4198  MURFREESBORO PIKE,ANTIOCH,TN,37013.0,33.0,37015631.0,"4198 MURFREESBORO PIKE
ANTIOCH, TN 37013
(36.028755, -86.590909)","36.028755, -86.590909",36.028755, -86.590909
94-16043,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/27/1993,02/01/1994,09202009400,Pride of TN Elks Lodge #1102,Pride of TN Elks Lodge #1102,2614  Jefferson ST,Nashville,TN,37208.0,21.0,37013601.0,"2614 Jefferson ST
Nashville, TN 37208
(36.167988, -86.818003)","36.167988, -86.818003",36.167988, -86.818003
10-16723,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/21/2009,09/23/2010,050120A00100CO,Wal Mart Supercenter,"Wal-Mart Store East, LP",3458  Dickerson PIKE,Nashville,TN,37207.0,3.0,37010903.0,"3458 Dickerson PIKE
Nashville, TN 37207
(36.247178, -86.756717)","36.247178, -86.756717",36.247178, -86.756717
14-17203,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/26/2014,12/17/2014,07111003500,Uptown Fruit Market,Uptown Fruits Market Inc,1431  Dickerson PIKE,Nashville,TN,37207.0,5.0,37011300.0,"1431 Dickerson PIKE
Nashville, TN 37207
(36.20002, -86.769957)","36.20002, -86.769957",36.20002, -86.769957
06-18501,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/08/2006,06/29/2006,13400019700,San Jose Restaurant,"San Jose, Inc.",99  Wallace RD,Nashville,TN,37211.0,30.0,37019003.0,"99 Wallace RD
Nashville, TN 37211
(36.083944, -86.702007)","36.083944, -86.702007",36.083944, -86.702007
18-25700,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/21/2018,10/25/2018,10503018500,FLAMINGO COCKTAIL CLUB,,509  HOUSTON ST,NASHVILLE,TN,37203.0,17.0,37016100.0,"509 HOUSTON ST
NASHVILLE, TN 37203
(36.143017, -86.768288)","36.143017, -86.768288",36.143017, -86.768288
17-25054,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/24/2017,11/17/2017,09310003200,OAK STEAKHOUSE,Stephen D. Palmer,801  CLARK PL  WESTIN HOT,NASHVILLE,TN,37203.0,19.0,37019500.0,"801 CLARK PL WESTIN HOT
NASHVILLE, TN 37203
(36.155521, -86.780792)","36.155521, -86.780792",36.155521, -86.780792
10-19225,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/18/2010,12/09/2010,06300020400,Hermitage Golf Course,"Danner-Eller Golf Properties, Inc.",3939  Old Hickory BLVD,Old Hickory,TN,37138.0,11.0,37010502.0,"3939 Old Hickory BLVD
Old Hickory, TN 37138
(36.234071, -86.639814)","36.234071, -86.639814",36.234071, -86.639814
17-25289,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/23/2017,11/16/2017,14604016200,MAPCO #3333,c/o Corporation Trust Company,4805  TROUSDALE DR,NASHVILLE,TN,37220.0,26.0,37018801.0,"4805 TROUSDALE DR
NASHVILLE, TN 37220
(36.077547, -86.758846)","36.077547, -86.758846",36.077547, -86.758846
15-17284,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/02/2015,09/24/2015,14700000601,Southern Hill Mkt Inc,"Southern Hill Mkt, Inc.",4199  Nolensville PIKE,Nashville,TN,37211.0,26.0,37018902.0,"4199 Nolensville PIKE
Nashville, TN 37211
(36.077339, -86.72565)","36.077339, -86.72565",36.077339, -86.72565
17-25314,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/20/2017,12/20/2017,09206051500,SWETT'S MARKET,,702  28TH AVE N,NASHVILLE,TN,37208.0,21.0,37014300.0,"702 28TH AVE N
NASHVILLE, TN 37208
(36.158977, -86.818603)","36.158977, -86.818603",36.158977, -86.818603
13-17052,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/25/2013,07/11/2013,11913012900,Rose Discount Tobacco and Beer,Joseph Tawfik,3011  Nolensville PIKE,Nashville,TN,37211.0,16.0,37017500.0,"3011 Nolensville PIKE
Nashville, TN 37211
(36.106805, -86.743094)","36.106805, -86.743094",36.106805, -86.743094
16-17404,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/30/2016,11/17/2016,13615010100,Mapco Mart 3220,Mapco Express Inc,2827  Smith Springs RD,Nashville,TN,37217.0,29.0,37015617.0,"2827 Smith Springs RD
Nashville, TN 37217
(36.087796, -86.60762)","36.087796, -86.60762",36.087796, -86.60762
13-19715,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/10/2013,04/25/2013,17200008700,Sushi O Sushi,"Nan &amp; Cheon, LLC",6023  Nolensville PIKE,Nashville,TN,37211.0,4.0,37019116.0,"6023 Nolensville PIKE
Nashville, TN 37211
(36.026507, -86.712895)","36.026507, -86.712895",36.026507, -86.712895
13-19793,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/28/2013,09/13/2013,10315004800,Chipotle Mexican Grill,Chipotle Mexican Grill of Colorado LLC,96  WHITE BRIDGE PIKE  103,NASHVILLE,TN,37205.0,24.0,37018102.0,"96 WHITE BRIDGE PIKE 103
NASHVILLE, TN 37205",,,
07-00821,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,05/29/2007,06/15/2007,10408012600,H. Cues Upstairs Pool Room,"NTD, LLC",1602  21st AVE S,Nashville,TN,37212.0,17.0,37016400.0,"1602 21st AVE S
Nashville, TN 37212
(36.138581, -86.800655)","36.138581, -86.800655",36.138581, -86.800655
01-17748,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/01/2001,06/28/2001,10315004600,Dalts Restaurant,"Powell Restaurant Group, LLC",4415  POST PL,NASHVILLE,TN,37205.0,24.0,37018102.0,"4415 POST PL
NASHVILLE, TN 37205
(36.129004, -86.85159)","36.129004, -86.85159",36.129004, -86.85159
13-17028,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/28/2013,04/11/2013,15000036200,Antioch Tobacco & Beer,"Nabil Yossef, Peter Elias",2940  Murfreesboro PIKE,Antioch,TN,37013.0,33.0,37015631.0,"2940 Murfreesboro PIKE
Antioch, TN 37013
(36.062571, -86.626026)","36.062571, -86.626026",36.062571, -86.626026
16-17416,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/07/2016,12/20/2016,09713004500,Dollar General Store #3292,"Dolgencorp, LLC",3234  Blackwood DR,Nashville,TN,37214.0,13.0,37015624.0,"3234 Blackwood DR
Nashville, TN 37214
(36.151168, -86.627998)","36.151168, -86.627998",36.151168, -86.627998
18-25698,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,09/20/2018,12/19/2018,09204033500,CORSAIR ARTISAN,,1200  CLINTON ST,NASHVILLE,TN,37203.0,19.0,37014400.0,"1200 CLINTON ST
NASHVILLE, TN 37203
(36.164597, -86.795571)","36.164597, -86.795571",36.164597, -86.795571
94-00061,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,07/30/1993,02/01/1994,09402022900,Shelby Golf Course,Metro Board of Parks &amp; Recreation,2021  Fatherland ST,Nashville,TN,37206.0,6.0,37012200.0,"2021 Fatherland ST
Nashville, TN 37206
(36.172779, -86.735409)","36.172779, -86.735409",36.172779, -86.735409
14-17193,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/21/2014,11/06/2014,09613015401,Shell Gas Station,Wagih E. Nashed,500  Donelson PIKE,Nashville,TN,37214.0,15.0,37015100.0,"500 Donelson PIKE
Nashville, TN 37214
(36.150536, -86.666509)","36.150536, -86.666509",36.150536, -86.666509
16-17369,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/30/2016,11/17/2016,05100019800,Mapco Mart 3418,Mapco Express Inc,1516  Gallatin PIKE S,Nashville,TN,37206.0,8.0,37010702.0,"1516 Gallatin PIKE S
Nashville, TN 37206",,,
18-25621,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/01/2018,08/23/2018,13413018600,MAPCO #3331,,365  HARDING PL,NASHVILLE,TN,37211.0,30.0,37019003.0,"365 HARDING PL
NASHVILLE, TN 37211
(36.083965, -86.706432)","36.083965, -86.706432",36.083965, -86.706432
09-16566,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/29/2009,11/19/2009,10516018700,US Discount Tobacco and Beer,"Ebram Shalaby, Girgis Sefin, Sameh Dous",1997  Nolensville PIKE,Nashville,TN,37211.0,17.0,37017200.0,"1997 Nolensville PIKE
Nashville, TN 37211
(36.131219, -86.756265)","36.131219, -86.756265",36.131219, -86.756265
07-18700,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/11/2007,07/13/2007,14707024600,Seoul Garden Restaurant,"Livingstone Restaurant, Inc.",4928  Edmondson PIKE  101,Nashville,TN,37211.0,27.0,37018904.0,"4928 Edmondson PIKE 101
Nashville, TN 37211
(36.076201, -86.727703)","36.076201, -86.727703",36.076201, -86.727703
09-18982,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/11/2009,04/14/2009,09216034500,The Patterson House,"The Patterson House, LLC",1711  Division ST,Nashville,TN,37203.0,19.0,37019500.0,"1711 Division ST
Nashville, TN 37203
(36.151429, -86.794178)","36.151429, -86.794178",36.151429, -86.794178
17-25100,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,06/27/2017,03/28/2019,09112001600,THE HOP YARD,,800  44TH AVE N,NASHVILLE,TN,37209.0,20.0,37013300.0,"800 44TH AVE N
NASHVILLE, TN 37209
(36.157013, -86.839825)","36.157013, -86.839825",36.157013, -86.839825
13-17017,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,01/30/2013,04/01/2013,09503001300,"Publix Tennessee, LLC","Publix Tennessee, LLC",2324  Lebanon PIKE,Nashville,TN,37214.0,15.0,37015200.0,"2324 Lebanon PIKE
Nashville, TN 37214
(36.168967, -86.683363)","36.168967, -86.683363",36.168967, -86.683363
15-20080,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/23/2015,04/09/2015,09302001300,D&D Events Inc,D&amp;D Events Inc,417  4th AVE N,Nashville,TN,37201.0,19.0,37019500.0,"417 4th AVE N
Nashville, TN 37201
(36.167021, -86.781115)","36.167021, -86.781115",36.167021, -86.781115
18-25420,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/14/2018,07/26/2018,14903015900,RESTAURANTE LOS CHURRASCOS,,2500  MURFREESBORO PIKE  107,NASHVILLE,TN,37217.0,29.0,37015612.0,"2500 MURFREESBORO PIKE 107
NASHVILLE, TN 37217
(36.079023, -86.643957)","36.079023, -86.643957",36.079023, -86.643957
08-18872,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/07/2008,07/24/2008,09306310400,Rippy's,"RSF Investors, LLC",429  Broadway,Nashville,TN,37203.0,19.0,37019500.0,"429 Broadway
Nashville, TN 37203
(36.160579, -86.778262)","36.160579, -86.778262",36.160579, -86.778262
18-25595,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/19/2018,09/14/2018,09504024900,PARTY FOWL DONELSON,,2620  LEBANON PIKE,NASHVILLE,TN,37214.0,15.0,37015200.0,"2620 LEBANON PIKE
NASHVILLE, TN 37214
(36.169534, -86.671456)","36.169534, -86.671456",36.169534, -86.671456
18-25701,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/24/2018,10/25/2018,09504000200,MAPCO #3204,,160  MCGAVOCK PIKE,NASHVILLE,TN,37214.0,15.0,37015200.0,"160 MCGAVOCK PIKE
NASHVILLE, TN 37214
(36.169845, -86.679803)","36.169845, -86.679803",36.169845, -86.679803
09-19020,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/28/2009,07/16/2009,09700013000,La Hacienda Mexican Restaurant,,3666  Bell RD,Nashville,TN,37214.0,13.0,37015624.0,"3666 Bell RD
Nashville, TN 37214
(36.150904, -86.62534)","36.150904, -86.62534",36.150904, -86.62534
17-25330,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2017,01/11/2018,09314047200,FIVE STARS MARKET,,427  LAFAYETTE ST,NASHVILLE,TN,37203.0,19.0,37019500.0,"427 LAFAYETTE ST
NASHVILLE, TN 37203
(36.152259, -86.77258)","36.152259, -86.77258",36.152259, -86.77258
14-17198,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/28/2014,11/20/2014,07105000800,All-Star Mini Mart,M&amp;A Mini Mart Inc,2201  Whites Creek PIKE,Nashville,TN,37207.0,2.0,37012701.0,"2201 Whites Creek PIKE
Nashville, TN 37207
(36.207535, -86.792101)","36.207535, -86.792101",36.207535, -86.792101
04-18230,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/29/2004,08/12/2004,08104022200,Millennium Maxwell House Hotel,"RHM Management, LLC",2025  ROSA L PARKS BLVD,Nashville,TN,37228.0,2.0,37013700.0,"2025 ROSA L PARKS BLVD
Nashville, TN 37228
(36.188976, -86.798591)","36.188976, -86.798591",36.188976, -86.798591
15-20135,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/22/2015,07/09/2015,13415000500,Island Vibes,Burnetts LLC,1316  Antioch PIKE,Nashville,TN,37211.0,28.0,37015613.0,"1316 Antioch PIKE
Nashville, TN 37211
(36.084866, -86.690198)","36.084866, -86.690198",36.084866, -86.690198
14-19869,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/12/2014,04/10/2014,05308000000001,Sam's at the Cove,Sams Sports Grill - Old Hickory LLC,2001  Lakeshore DR,Old Hickory,TN,37138.0,,,"2001 Lakeshore DR
Old Hickory, TN 37138
(36.250492, -86.641054)","36.250492, -86.641054",36.250492, -86.641054
19-25861,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/31/2019,04/02/2019,06400011700,URBAN AIR ADVENTURE PARK,,4331  OLD HICKORY BLVD,OLD HICKORY,TN,37138.0,11.0,37010502.0,"4331 OLD HICKORY BLVD
OLD HICKORY, TN 37138
(36.217672, -86.6238)","36.217672, -86.6238",36.217672, -86.6238
16-20273,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/14/2016,04/15/2016,16100014000,Subculture Urban Cuisine and C,Subculture Urban Cuisine and Cafe LLC,5737  Nolensville PIKE,Nashville,TN,37211.0,27.0,37019105.0,"5737 Nolensville PIKE
Nashville, TN 37211
(36.047708, -86.713509)","36.047708, -86.713509",36.047708, -86.713509
18-25429,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/16/2018,03/28/2019,07213039000,THE EAST ROOM,,2412  GALLATIN AVE,NASHVILLE,TN,37206.0,7.0,37011700.0,"2412 GALLATIN AVE
NASHVILLE, TN 37206
(36.19465, -86.743297)","36.19465, -86.743297",36.19465, -86.743297
07-18758,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/26/2007,11/29/2007,03403012100,Longhorn Steakhouse of Riverga,"RARE Hospitality International, Inc.",2021  Gallatin PIKE N,Madison,TN,37115.0,10.0,37010401.0,"2021 Gallatin PIKE N
Madison, TN 37115
(36.301909, -86.693065)","36.301909, -86.693065",36.301909, -86.693065
14-19933,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/03/2014,07/10/2014,16000004400,Firebirds Wood Fired Grill,Firebirds of Brentwood LLC,700  Old Hickory BLVD  204,Brentwood,TN,37027.0,4.0,37018803.0,"700 Old Hickory BLVD 204
Brentwood, TN 37027
(36.0403, -86.76834)","36.0403, -86.76834",36.0403, -86.76834
18-25779,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,11/21/2018,01/24/2019,05104006500,GARDEN FRESH FOOD MARKET,,800  MADISON SQ,MADISON,TN,37115.0,8.0,37010701.0,"800 MADISON SQ
MADISON, TN 37115
(36.25529, -86.7191)","36.25529, -86.7191",36.25529, -86.7191
12-19457,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/10/2012,05/21/2012,08600031600,O'Charley's Restaurant,"O'Charley's, LLC",5500  Old Hickory BLVD,Hermitage,TN,37078.0,12.0,37015623.0,"5500 Old Hickory BLVD
Hermitage, TN 37078
(36.181826, -86.607419)","36.181826, -86.607419",36.181826, -86.607419
17-20457,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/16/2017,03/09/2017,09306307800,The Stage on Broadway,The Stage on Broadway Inc,412  Broadway,Nashville,TN,37203.0,19.0,37019500.0,"412 Broadway
Nashville, TN 37203
(36.16081, -86.777715)","36.16081, -86.777715",36.16081, -86.777715
18-25364,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/07/2018,03/01/2018,08313009500,MARU,,1100  FATHERLAND ST  101,NASHVILLE,TN,37206.0,6.0,37019200.0,"1100 FATHERLAND ST 101
NASHVILLE, TN 37206
(36.174123, -86.750112)","36.174123, -86.750112",36.174123, -86.750112
15-20133,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/21/2015,07/09/2015,11714014100,Ginza Japanese Restaurant,Toshima Inc,3900  Hillsboro PIKE  10,Nashville,TN,37215.0,25.0,37017702.0,"3900 Hillsboro PIKE 10
Nashville, TN 37215
(36.105843, -86.813849)","36.105843, -86.813849",36.105843, -86.813849
18-25363,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/07/2018,05/24/2018,09116016200,FIVE POINTS PIZZA,,4100  CHARLOTTE AVE,NASHVILLE,TN,37209.0,24.0,37013400.0,"4100 CHARLOTTE AVE
NASHVILLE, TN 37209
(36.152404, -86.836039)","36.152404, -86.836039",36.152404, -86.836039
16-17378,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/30/2016,11/17/2016,12700007901,Mapco Mart 3327,Mapco Express Inc,7725  Highway 70   S,Nashville,TN,37221.0,22.0,37018301.0,"7725 Highway 70 S
Nashville, TN 37221
(36.082091, -86.957917)","36.082091, -86.957917",36.082091, -86.957917
18-25721,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/10/2018,10/25/2018,14703005100,MAPCO #3194,1209 Orange Street,440  HARDING PL,NASHVILLE,TN,37211.0,26.0,37018901.0,"440 HARDING PL
NASHVILLE, TN 37211
(36.078466, -86.729571)","36.078466, -86.729571",36.078466, -86.729571
18-25474,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/13/2018,05/24/2018,093023F00300CO,BLACK RABBIT,,218  3RD AVE N 300,NASHVILLE,TN,37201.0,19.0,37019500.0,"218 3RD AVE N 300
NASHVILLE, TN 37201
(36.164867, -86.778138)","36.164867, -86.778138",36.164867, -86.778138
13-19818,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/13/2013,10/28/2013,093060A00100CO,The Farm House,"Spoons, LLC",210  Almond ST,Nashville,TN,37201.0,19.0,37019500.0,"210 Almond ST
Nashville, TN 37201
(36.159196, -86.77522)","36.159196, -86.77522",36.159196, -86.77522
03-15806,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/20/2003,10/03/2003,16100003200,Wal-Mart Neighborhood Market,"Wal-Mart Stores East, LP",5531  Edmondson PIKE,Nashville,TN,37211.0,4.0,37018801.0,"5531 Edmondson PIKE
Nashville, TN 37211
(36.042209, -86.743972)","36.042209, -86.743972",36.042209, -86.743972
17-17463,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/04/2017,05/04/2017,14200036900,Aldi #58,"ALDI, Inc. (Tennessee)",7035  HIGHWAY 70  S,NASHVILLE,TN,37221.0,34.0,37018404.0,"7035 HIGHWAY 70 S
NASHVILLE, TN 37221
(36.075465, -86.91792)","36.075465, -86.91792",36.075465, -86.91792
14-19976,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/04/2014,09/22/2014,08210005500,Clarion Hotel Nashville Downto,Nashville Hospitality Concepts Inc,211  1st ST N,Nashville,TN,37213.0,5.0,37019300.0,"211 1st ST N
Nashville, TN 37213
(36.175262, -86.77435)","36.175262, -86.77435",36.175262, -86.77435
16-20301,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/18/2016,06/29/2016,09310038500,Jeff Ruby's Steakhouse,"Jeff Ruby's Nashville, LLC",300  4th AVE N,Nashville,TN,37219.0,19.0,37019500.0,"300 4th AVE N
Nashville, TN 37219
(36.165582, -86.780187)","36.165582, -86.780187",36.165582, -86.780187
04-15951,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/12/2004,12/28/2004,14900016000,Super Discount Tobacco,Charlie Zakaria,516  Bell RD,Antioch,TN,37013.0,32.0,37015629.0,"516 Bell RD
Antioch, TN 37013
(36.070826, -86.636559)","36.070826, -86.636559",36.070826, -86.636559
00-15216,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,04/26/2000,06/30/2000,09700013000,"Food Lion, LLC","Food Lion, LLC",3636  Bell RD,Nashville,TN,37214.0,13.0,37015624.0,"3636 Bell RD
Nashville, TN 37214
(36.150575, -86.625392)","36.150575, -86.625392",36.150575, -86.625392
19-25949,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/25/2019,04/12/2019,16200028900,EVEREST RESTAURANT AND BAR,,1309  BELL RD  220,ANTIOCH,TN,37013.0,31.0,37019111.0,"1309 BELL RD 220
ANTIOCH, TN 37013
(36.046152, -86.676242)","36.046152, -86.676242",36.046152, -86.676242
16-20334,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/03/2016,09/08/2016,08600031700,Sakura Japanese Steak & Sushi,CNS LLC,3451  Lebanon PIKE,Hermitage,TN,37076.0,14.0,37015404.0,"3451 Lebanon PIKE
Hermitage, TN 37076
(36.19073, -86.625749)","36.19073, -86.625749",36.19073, -86.625749
12-19549,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,01/12/2023,07300003200,Gaylord Hotel Delta Island F,,2800  Opryland DR,Nashville,TN,37214.0,15.0,37015300.0,"2800 Opryland DR
Nashville, TN 37214
(36.21283, -86.69776)","36.21283, -86.69776",36.21283, -86.69776
