GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLKGRPA,GEOID,NAME,Total,black,white,asian,nhpi,aian,two_more,not_hispanic,hispanic
G26006500049024,2016-2020,MI,Michigan,26,Ingham County,65,4902,4,15000US260650049024,"Block Group 4, Census Tract 49.02, Ingham County, Michigan",1008,81,789,97,0,0,41,832,176
G26006500049031,2016-2020,MI,Michigan,26,Ingham County,65,4903,1,15000US260650049031,"Block Group 1, Census Tract 49.03, Ingham County, Michigan",2813,198,1676,890,0,13,36,2670,143
G26006500049041,2016-2020,MI,Michigan,26,Ingham County,65,4904,1,15000US260650049041,"Block Group 1, Census Tract 49.04, Ingham County, Michigan",1903,154,1246,274,0,0,223,1796,107
G26006500049042,2016-2020,MI,Michigan,26,Ingham County,65,4904,2,15000US260650049042,"Block Group 2, Census Tract 49.04, Ingham County, Michigan",1055,60,913,60,0,0,22,995,60
G26006500049043,2016-2020,MI,Michigan,26,Ingham County,65,4904,3,15000US260650049043,"Block Group 3, Census Tract 49.04, Ingham County, Michigan",1822,520,917,236,0,28,121,1773,49
G26006500050021,2016-2020,MI,Michigan,26,Ingham County,65,5002,1,15000US260650050021,"Block Group 1, Census Tract 50.02, Ingham County, Michigan",1259,0,899,319,0,0,20,1259,0
G26006500050022,2016-2020,MI,Michigan,26,Ingham County,65,5002,2,15000US260650050022,"Block Group 2, Census Tract 50.02, Ingham County, Michigan",1143,12,959,123,0,0,49,1128,15
G26006500050023,2016-2020,MI,Michigan,26,Ingham County,65,5002,3,15000US260650050023,"Block Group 3, Census Tract 50.02, Ingham County, Michigan",1359,17,1032,288,0,0,22,1306,53
G26006500050031,2016-2020,MI,Michigan,26,Ingham County,65,5003,1,15000US260650050031,"Block Group 1, Census Tract 50.03, Ingham County, Michigan",3588,51,1974,1089,0,24,446,3547,41
G26006500050041,2016-2020,MI,Michigan,26,Ingham County,65,5004,1,15000US260650050041,"Block Group 1, Census Tract 50.04, Ingham County, Michigan",1912,35,1053,761,0,52,11,1864,48
G26006500050042,2016-2020,MI,Michigan,26,Ingham County,65,5004,2,15000US260650050042,"Block Group 2, Census Tract 50.04, Ingham County, Michigan",1090,0,947,107,0,0,36,1090,0
G26006500050043,2016-2020,MI,Michigan,26,Ingham County,65,5004,3,15000US260650050043,"Block Group 3, Census Tract 50.04, Ingham County, Michigan",1087,88,741,231,0,0,27,1087,0
G26006500051001,2016-2020,MI,Michigan,26,Ingham County,65,5100,1,15000US260650051001,"Block Group 1, Census Tract 51, Ingham County, Michigan",1130,93,900,24,0,3,91,888,242
G26006500051002,2016-2020,MI,Michigan,26,Ingham County,65,5100,2,15000US260650051002,"Block Group 2, Census Tract 51, Ingham County, Michigan",1601,434,806,66,0,0,295,1136,465
G26006500051003,2016-2020,MI,Michigan,26,Ingham County,65,5100,3,15000US260650051003,"Block Group 3, Census Tract 51, Ingham County, Michigan",902,529,372,0,0,1,0,884,18
G26006500052011,2016-2020,MI,Michigan,26,Ingham County,65,5201,1,15000US260650052011,"Block Group 1, Census Tract 52.01, Ingham County, Michigan",1113,365,658,0,0,0,79,940,173
G26006500052012,2016-2020,MI,Michigan,26,Ingham County,65,5201,2,15000US260650052012,"Block Group 2, Census Tract 52.01, Ingham County, Michigan",1009,94,829,0,0,13,73,996,13
G26006500052013,2016-2020,MI,Michigan,26,Ingham County,65,5201,3,15000US260650052013,"Block Group 3, Census Tract 52.01, Ingham County, Michigan",1009,225,668,3,0,0,79,533,476
G26006500052014,2016-2020,MI,Michigan,26,Ingham County,65,5201,4,15000US260650052014,"Block Group 4, Census Tract 52.01, Ingham County, Michigan",892,102,758,32,0,0,0,691,201
G26006500052015,2016-2020,MI,Michigan,26,Ingham County,65,5201,5,15000US260650052015,"Block Group 5, Census Tract 52.01, Ingham County, Michigan",1631,431,846,246,0,0,74,1306,325
G26006500052021,2016-2020,MI,Michigan,26,Ingham County,65,5202,1,15000US260650052021,"Block Group 1, Census Tract 52.02, Ingham County, Michigan",1745,75,1540,6,0,0,96,1510,235
G26006500052022,2016-2020,MI,Michigan,26,Ingham County,65,5202,2,15000US260650052022,"Block Group 2, Census Tract 52.02, Ingham County, Michigan",2236,229,1821,69,0,0,117,2195,41
G26006500053031,2016-2020,MI,Michigan,26,Ingham County,65,5303,1,15000US260650053031,"Block Group 1, Census Tract 53.03, Ingham County, Michigan",1445,617,691,44,0,0,0,1096,349
G26006500053032,2016-2020,MI,Michigan,26,Ingham County,65,5303,2,15000US260650053032,"Block Group 2, Census Tract 53.03, Ingham County, Michigan",1405,61,1335,7,0,0,2,1016,389
G26006500053033,2016-2020,MI,Michigan,26,Ingham County,65,5303,3,15000US260650053033,"Block Group 3, Census Tract 53.03, Ingham County, Michigan",1500,50,853,527,0,0,0,1297,203
G26006500053034,2016-2020,MI,Michigan,26,Ingham County,65,5303,4,15000US260650053034,"Block Group 4, Census Tract 53.03, Ingham County, Michigan",232,0,232,0,0,0,0,213,19
G26006500053041,2016-2020,MI,Michigan,26,Ingham County,65,5304,1,15000US260650053041,"Block Group 1, Census Tract 53.04, Ingham County, Michigan",1081,228,585,10,0,0,205,997,84
G26006500053042,2016-2020,MI,Michigan,26,Ingham County,65,5304,2,15000US260650053042,"Block Group 2, Census Tract 53.04, Ingham County, Michigan",781,250,497,7,0,0,13,767,14
G26006500053043,2016-2020,MI,Michigan,26,Ingham County,65,5304,3,15000US260650053043,"Block Group 3, Census Tract 53.04, Ingham County, Michigan",1363,436,394,464,0,0,69,1363,0
G26006500053051,2016-2020,MI,Michigan,26,Ingham County,65,5305,1,15000US260650053051,"Block Group 1, Census Tract 53.05, Ingham County, Michigan",1238,113,1048,0,0,0,34,1161,77
G26006500053052,2016-2020,MI,Michigan,26,Ingham County,65,5305,2,15000US260650053052,"Block Group 2, Census Tract 53.05, Ingham County, Michigan",2035,72,1581,185,0,0,190,1909,126
G26006500053061,2016-2020,MI,Michigan,26,Ingham County,65,5306,1,15000US260650053061,"Block Group 1, Census Tract 53.06, Ingham County, Michigan",1788,220,1453,65,0,0,50,1599,189
G26006500053062,2016-2020,MI,Michigan,26,Ingham County,65,5306,2,15000US260650053062,"Block Group 2, Census Tract 53.06, Ingham County, Michigan",1263,107,1093,0,0,0,63,1215,48
G26006500054011,2016-2020,MI,Michigan,26,Ingham County,65,5401,1,15000US260650054011,"Block Group 1, Census Tract 54.01, Ingham County, Michigan",1697,209,1459,0,0,0,0,1590,107
G26006500054012,2016-2020,MI,Michigan,26,Ingham County,65,5401,2,15000US260650054012,"Block Group 2, Census Tract 54.01, Ingham County, Michigan",727,73,560,0,0,0,86,594,133
G26006500054013,2016-2020,MI,Michigan,26,Ingham County,65,5401,3,15000US260650054013,"Block Group 3, Census Tract 54.01, Ingham County, Michigan",954,15,899,39,0,0,0,946,8
G26006500054021,2016-2020,MI,Michigan,26,Ingham County,65,5402,1,15000US260650054021,"Block Group 1, Census Tract 54.02, Ingham County, Michigan",1551,89,1265,58,0,0,121,1456,95
G26006500054022,2016-2020,MI,Michigan,26,Ingham County,65,5402,2,15000US260650054022,"Block Group 2, Census Tract 54.02, Ingham County, Michigan",725,104,603,0,0,18,0,716,9
G26006500054023,2016-2020,MI,Michigan,26,Ingham County,65,5402,3,15000US260650054023,"Block Group 3, Census Tract 54.02, Ingham County, Michigan",1422,31,1182,0,0,0,209,1195,227
G26006500055011,2016-2020,MI,Michigan,26,Ingham County,65,5501,1,15000US260650055011,"Block Group 1, Census Tract 55.01, Ingham County, Michigan",2172,79,1583,318,0,0,148,2067,105
G26006500055012,2016-2020,MI,Michigan,26,Ingham County,65,5501,2,15000US260650055012,"Block Group 2, Census Tract 55.01, Ingham County, Michigan",2108,96,1793,213,0,6,0,2092,16
G26006500055013,2016-2020,MI,Michigan,26,Ingham County,65,5501,3,15000US260650055013,"Block Group 3, Census Tract 55.01, Ingham County, Michigan",1127,82,782,0,0,0,263,1056,71
G26006500055014,2016-2020,MI,Michigan,26,Ingham County,65,5501,4,15000US260650055014,"Block Group 4, Census Tract 55.01, Ingham County, Michigan",1020,0,809,96,0,0,115,983,37
G26006500055021,2016-2020,MI,Michigan,26,Ingham County,65,5502,1,15000US260650055021,"Block Group 1, Census Tract 55.02, Ingham County, Michigan",4903,416,3931,223,0,0,299,4714,189
G26006500055022,2016-2020,MI,Michigan,26,Ingham County,65,5502,2,15000US260650055022,"Block Group 2, Census Tract 55.02, Ingham County, Michigan",1707,51,1423,20,0,0,213,1707,0
G26006500056001,2016-2020,MI,Michigan,26,Ingham County,65,5600,1,15000US260650056001,"Block Group 1, Census Tract 56, Ingham County, Michigan",996,11,847,0,0,0,138,963,33
G26006500056002,2016-2020,MI,Michigan,26,Ingham County,65,5600,2,15000US260650056002,"Block Group 2, Census Tract 56, Ingham County, Michigan",1143,7,849,75,0,5,207,981,162
G26006500056003,2016-2020,MI,Michigan,26,Ingham County,65,5600,3,15000US260650056003,"Block Group 3, Census Tract 56, Ingham County, Michigan",828,0,807,8,0,0,9,810,18
G26006500057001,2016-2020,MI,Michigan,26,Ingham County,65,5700,1,15000US260650057001,"Block Group 1, Census Tract 57, Ingham County, Michigan",1750,11,1506,30,0,0,74,1668,82
G26006500057002,2016-2020,MI,Michigan,26,Ingham County,65,5700,2,15000US260650057002,"Block Group 2, Census Tract 57, Ingham County, Michigan",1548,20,1507,10,0,0,0,1544,4
G26006500057003,2016-2020,MI,Michigan,26,Ingham County,65,5700,3,15000US260650057003,"Block Group 3, Census Tract 57, Ingham County, Michigan",1560,0,1418,59,0,0,83,1536,24
G26006500058001,2016-2020,MI,Michigan,26,Ingham County,65,5800,1,15000US260650058001,"Block Group 1, Census Tract 58, Ingham County, Michigan",1176,25,1094,11,0,0,46,1119,57
G26006500058002,2016-2020,MI,Michigan,26,Ingham County,65,5800,2,15000US260650058002,"Block Group 2, Census Tract 58, Ingham County, Michigan",2195,10,2102,0,0,0,49,2142,53
G26006500058003,2016-2020,MI,Michigan,26,Ingham County,65,5800,3,15000US260650058003,"Block Group 3, Census Tract 58, Ingham County, Michigan",1646,0,1610,0,0,0,36,1567,79
G26006500058004,2016-2020,MI,Michigan,26,Ingham County,65,5800,4,15000US260650058004,"Block Group 4, Census Tract 58, Ingham County, Michigan",998,0,998,0,0,0,0,998,0
G26006500059001,2016-2020,MI,Michigan,26,Ingham County,65,5900,1,15000US260650059001,"Block Group 1, Census Tract 59, Ingham County, Michigan",1387,0,1315,3,0,5,61,1343,44
G26006500059002,2016-2020,MI,Michigan,26,Ingham County,65,5900,2,15000US260650059002,"Block Group 2, Census Tract 59, Ingham County, Michigan",918,0,876,0,0,0,40,899,19
G26006500059003,2016-2020,MI,Michigan,26,Ingham County,65,5900,3,15000US260650059003,"Block Group 3, Census Tract 59, Ingham County, Michigan",1308,0,1305,0,0,0,3,1298,10
G26006500059004,2016-2020,MI,Michigan,26,Ingham County,65,5900,4,15000US260650059004,"Block Group 4, Census Tract 59, Ingham County, Michigan",1740,0,1596,0,0,51,93,1689,51
G26006500060011,2016-2020,MI,Michigan,26,Ingham County,65,6001,1,15000US260650060011,"Block Group 1, Census Tract 60.01, Ingham County, Michigan",1242,18,1192,0,0,0,20,1180,62
G26006500060012,2016-2020,MI,Michigan,26,Ingham County,65,6001,2,15000US260650060012,"Block Group 2, Census Tract 60.01, Ingham County, Michigan",818,0,773,0,0,0,14,781,37
G26006500060013,2016-2020,MI,Michigan,26,Ingham County,65,6001,3,15000US260650060013,"Block Group 3, Census Tract 60.01, Ingham County, Michigan",1412,1,1376,10,9,0,16,1412,0
G26006500060021,2016-2020,MI,Michigan,26,Ingham County,65,6002,1,15000US260650060021,"Block Group 1, Census Tract 60.02, Ingham County, Michigan",1485,21,1390,33,0,15,26,1458,27
G26006500060022,2016-2020,MI,Michigan,26,Ingham County,65,6002,2,15000US260650060022,"Block Group 2, Census Tract 60.02, Ingham County, Michigan",1040,6,1012,12,0,3,7,1037,3
G26006500060023,2016-2020,MI,Michigan,26,Ingham County,65,6002,3,15000US260650060023,"Block Group 3, Census Tract 60.02, Ingham County, Michigan",1281,5,1211,0,0,0,63,1216,65
G26006500061001,2016-2020,MI,Michigan,26,Ingham County,65,6100,1,15000US260650061001,"Block Group 1, Census Tract 61, Ingham County, Michigan",1117,8,1095,0,0,0,14,1079,38
G26006500061002,2016-2020,MI,Michigan,26,Ingham County,65,6100,2,15000US260650061002,"Block Group 2, Census Tract 61, Ingham County, Michigan",1037,24,948,0,5,0,36,954,83
G26006500061003,2016-2020,MI,Michigan,26,Ingham County,65,6100,3,15000US260650061003,"Block Group 3, Census Tract 61, Ingham County, Michigan",1052,3,1033,0,0,0,16,1012,40
G26006500061004,2016-2020,MI,Michigan,26,Ingham County,65,6100,4,15000US260650061004,"Block Group 4, Census Tract 61, Ingham County, Michigan",1379,8,1344,0,0,0,27,1350,29
G26006500062001,2016-2020,MI,Michigan,26,Ingham County,65,6200,1,15000US260650062001,"Block Group 1, Census Tract 62, Ingham County, Michigan",1483,0,1472,0,0,11,0,1449,34
G26006500062002,2016-2020,MI,Michigan,26,Ingham County,65,6200,2,15000US260650062002,"Block Group 2, Census Tract 62, Ingham County, Michigan",840,0,840,0,0,0,0,840,0
G26006500062003,2016-2020,MI,Michigan,26,Ingham County,65,6200,3,15000US260650062003,"Block Group 3, Census Tract 62, Ingham County, Michigan",1552,0,1468,15,0,18,37,1487,65
G26006500062004,2016-2020,MI,Michigan,26,Ingham County,65,6200,4,15000US260650062004,"Block Group 4, Census Tract 62, Ingham County, Michigan",1351,0,1294,3,0,9,24,1330,21
G26006500063011,2016-2020,MI,Michigan,26,Ingham County,65,6301,1,15000US260650063011,"Block Group 1, Census Tract 63.01, Ingham County, Michigan",610,0,600,0,0,0,10,610,0
G26006500063012,2016-2020,MI,Michigan,26,Ingham County,65,6301,2,15000US260650063012,"Block Group 2, Census Tract 63.01, Ingham County, Michigan",932,0,906,0,0,2,24,899,33
G26006500063013,2016-2020,MI,Michigan,26,Ingham County,65,6301,3,15000US260650063013,"Block Group 3, Census Tract 63.01, Ingham County, Michigan",966,34,907,0,0,0,0,907,59
G26006500063014,2016-2020,MI,Michigan,26,Ingham County,65,6301,4,15000US260650063014,"Block Group 4, Census Tract 63.01, Ingham County, Michigan",1090,0,1031,39,0,0,20,1090,0
G26006500063015,2016-2020,MI,Michigan,26,Ingham County,65,6301,5,15000US260650063015,"Block Group 5, Census Tract 63.01, Ingham County, Michigan",1780,253,1423,35,0,0,24,1654,126
G26006500063021,2016-2020,MI,Michigan,26,Ingham County,65,6302,1,15000US260650063021,"Block Group 1, Census Tract 63.02, Ingham County, Michigan",2247,11,1909,174,0,11,136,2172,75
G26006500063022,2016-2020,MI,Michigan,26,Ingham County,65,6302,2,15000US260650063022,"Block Group 2, Census Tract 63.02, Ingham County, Michigan",1614,92,1485,6,0,0,31,1572,42
G26006500064011,2016-2020,MI,Michigan,26,Ingham County,65,6401,1,15000US260650064011,"Block Group 1, Census Tract 64.01, Ingham County, Michigan",1905,25,1732,140,0,0,8,1773,132
G26006500064012,2016-2020,MI,Michigan,26,Ingham County,65,6401,2,15000US260650064012,"Block Group 2, Census Tract 64.01, Ingham County, Michigan",2445,32,2314,36,0,34,24,2392,53
G26006500064021,2016-2020,MI,Michigan,26,Ingham County,65,6402,1,15000US260650064021,"Block Group 1, Census Tract 64.02, Ingham County, Michigan",1619,16,1470,0,0,3,115,1487,132
G26006500064022,2016-2020,MI,Michigan,26,Ingham County,65,6402,2,15000US260650064022,"Block Group 2, Census Tract 64.02, Ingham County, Michigan",1625,12,1606,0,0,0,7,1586,39
G26006500065001,2016-2020,MI,Michigan,26,Ingham County,65,6500,1,15000US260650065001,"Block Group 1, Census Tract 65, Ingham County, Michigan",966,21,879,31,0,12,23,942,24
G26006500065002,2016-2020,MI,Michigan,26,Ingham County,65,6500,2,15000US260650065002,"Block Group 2, Census Tract 65, Ingham County, Michigan",928,20,847,0,0,16,45,914,14
G26006500065003,2016-2020,MI,Michigan,26,Ingham County,65,6500,3,15000US260650065003,"Block Group 3, Census Tract 65, Ingham County, Michigan",946,236,605,12,0,52,41,841,105
G26006500065004,2016-2020,MI,Michigan,26,Ingham County,65,6500,4,15000US260650065004,"Block Group 4, Census Tract 65, Ingham County, Michigan",705,50,636,0,0,0,19,590,115
G26006500066001,2016-2020,MI,Michigan,26,Ingham County,65,6600,1,15000US260650066001,"Block Group 1, Census Tract 66, Ingham County, Michigan",613,36,458,0,0,0,119,562,51
G26006500066002,2016-2020,MI,Michigan,26,Ingham County,65,6600,2,15000US260650066002,"Block Group 2, Census Tract 66, Ingham County, Michigan",2600,905,1355,23,0,10,254,2386,214
G26006500067001,2016-2020,MI,Michigan,26,Ingham County,65,6700,1,15000US260650067001,"Block Group 1, Census Tract 67, Ingham County, Michigan",696,127,420,14,0,17,35,518,178
G26006500067002,2016-2020,MI,Michigan,26,Ingham County,65,6700,2,15000US260650067002,"Block Group 2, Census Tract 67, Ingham County, Michigan",687,290,379,0,0,0,18,657,30
G26006500067003,2016-2020,MI,Michigan,26,Ingham County,65,6700,3,15000US260650067003,"Block Group 3, Census Tract 67, Ingham County, Michigan",934,178,637,95,0,0,24,769,165
G26006500067004,2016-2020,MI,Michigan,26,Ingham County,65,6700,4,15000US260650067004,"Block Group 4, Census Tract 67, Ingham County, Michigan",1724,843,784,0,0,0,69,1560,164
G26006500068001,2016-2020,MI,Michigan,26,Ingham County,65,6800,1,15000US260650068001,"Block Group 1, Census Tract 68, Ingham County, Michigan",1791,240,650,0,0,32,800,1570,221
G26006500068002,2016-2020,MI,Michigan,26,Ingham County,65,6800,2,15000US260650068002,"Block Group 2, Census Tract 68, Ingham County, Michigan",1134,348,654,0,0,0,122,876,258
G26006500068003,2016-2020,MI,Michigan,26,Ingham County,65,6800,3,15000US260650068003,"Block Group 3, Census Tract 68, Ingham County, Michigan",851,396,289,91,0,0,62,838,13
G26006500068004,2016-2020,MI,Michigan,26,Ingham County,65,6800,4,15000US260650068004,"Block Group 4, Census Tract 68, Ingham County, Michigan",867,338,361,153,0,15,0,867,0
G26006500070001,2016-2020,MI,Michigan,26,Ingham County,65,7000,1,15000US260650070001,"Block Group 1, Census Tract 70, Ingham County, Michigan",845,287,558,0,0,0,0,833,12
G26006500070002,2016-2020,MI,Michigan,26,Ingham County,65,7000,2,15000US260650070002,"Block Group 2, Census Tract 70, Ingham County, Michigan",397,11,386,0,0,0,0,386,11
G26006500070003,2016-2020,MI,Michigan,26,Ingham County,65,7000,3,15000US260650070003,"Block Group 3, Census Tract 70, Ingham County, Michigan",1495,61,1353,0,0,0,68,1339,156
G26006500070004,2016-2020,MI,Michigan,26,Ingham County,65,7000,4,15000US260650070004,"Block Group 4, Census Tract 70, Ingham County, Michigan",992,322,643,0,0,0,27,971,21
G26006500070005,2016-2020,MI,Michigan,26,Ingham County,65,7000,5,15000US260650070005,"Block Group 5, Census Tract 70, Ingham County, Michigan",1288,236,963,0,0,0,89,1269,19
G26006500070006,2016-2020,MI,Michigan,26,Ingham County,65,7000,6,15000US260650070006,"Block Group 6, Census Tract 70, Ingham County, Michigan",1384,317,973,0,0,71,23,1300,84
