GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLKGRPA,GEOID,NAME,BTTRA,BTBGA,Total,not_hisp_lat,not_white,not_black,not_aian,not_asian,not_nhpi,not_other,not_two_more,not_two_incl_someother,not_two_excl_someother_three,hisp_lat,hisp_white,hisp_black,hisp_aian,hisp_asian,hisp_nhpi,hisp_other,hisp_two_more,hisp_two_incl_someother,hisp_two_excl_someother_three
G26014706360006,2016-2020,MI,Michigan,26,St. Clair County,147,636000,6,15000US261476360006,"Block Group 6, Census Tract 6360, St. Clair County, Michigan",,,594,570,471,39,0,0,0,0,60,0,60,24,24,0,0,0,0,0,0,0,0
G26014706371001,2016-2020,MI,Michigan,26,St. Clair County,147,637100,1,15000US261476371001,"Block Group 1, Census Tract 6371, St. Clair County, Michigan",,,2061,1974,1969,0,0,0,0,0,5,0,5,87,87,0,0,0,0,0,0,0,0
G26014706371002,2016-2020,MI,Michigan,26,St. Clair County,147,637100,2,15000US261476371002,"Block Group 2, Census Tract 6371, St. Clair County, Michigan",,,750,750,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26014706371003,2016-2020,MI,Michigan,26,St. Clair County,147,637100,3,15000US261476371003,"Block Group 3, Census Tract 6371, St. Clair County, Michigan",,,1021,1015,976,37,0,0,0,0,2,0,2,6,6,0,0,0,0,0,0,0,0
G26014706372001,2016-2020,MI,Michigan,26,St. Clair County,147,637200,1,15000US261476372001,"Block Group 1, Census Tract 6372, St. Clair County, Michigan",,,1548,1390,1390,0,0,0,0,0,0,0,0,158,48,0,0,0,0,21,89,73,16
G26014706372002,2016-2020,MI,Michigan,26,St. Clair County,147,637200,2,15000US261476372002,"Block Group 2, Census Tract 6372, St. Clair County, Michigan",,,840,807,786,0,0,0,0,0,21,0,21,33,28,0,0,0,0,0,5,5,0
G26014706372003,2016-2020,MI,Michigan,26,St. Clair County,147,637200,3,15000US261476372003,"Block Group 3, Census Tract 6372, St. Clair County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26014706372004,2016-2020,MI,Michigan,26,St. Clair County,147,637200,4,15000US261476372004,"Block Group 4, Census Tract 6372, St. Clair County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26014706372005,2016-2020,MI,Michigan,26,St. Clair County,147,637200,5,15000US261476372005,"Block Group 5, Census Tract 6372, St. Clair County, Michigan",,,1377,1347,1320,0,11,0,0,0,16,10,6,30,30,0,0,0,0,0,0,0,0
G26014706373001,2016-2020,MI,Michigan,26,St. Clair County,147,637300,1,15000US261476373001,"Block Group 1, Census Tract 6373, St. Clair County, Michigan",,,1366,1362,1256,0,10,8,0,0,88,0,88,4,4,0,0,0,0,0,0,0,0
G26014706373002,2016-2020,MI,Michigan,26,St. Clair County,147,637300,2,15000US261476373002,"Block Group 2, Census Tract 6373, St. Clair County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26014706373003,2016-2020,MI,Michigan,26,St. Clair County,147,637300,3,15000US261476373003,"Block Group 3, Census Tract 6373, St. Clair County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26014706373004,2016-2020,MI,Michigan,26,St. Clair County,147,637300,4,15000US261476373004,"Block Group 4, Census Tract 6373, St. Clair County, Michigan",,,732,732,658,0,0,54,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0
G26014706401001,2016-2020,MI,Michigan,26,St. Clair County,147,640100,1,15000US261476401001,"Block Group 1, Census Tract 6401, St. Clair County, Michigan",,,891,863,858,0,0,0,0,0,5,0,5,28,28,0,0,0,0,0,0,0,0
G26014706401002,2016-2020,MI,Michigan,26,St. Clair County,147,640100,2,15000US261476401002,"Block Group 2, Census Tract 6401, St. Clair County, Michigan",,,1183,1168,1133,0,0,27,0,0,8,0,8,15,15,0,0,0,0,0,0,0,0
G26014706402001,2016-2020,MI,Michigan,26,St. Clair County,147,640200,1,15000US261476402001,"Block Group 1, Census Tract 6402, St. Clair County, Michigan",,,952,933,913,7,0,9,4,0,0,0,0,19,11,0,0,0,0,0,8,5,3
G26014706402002,2016-2020,MI,Michigan,26,St. Clair County,147,640200,2,15000US261476402002,"Block Group 2, Census Tract 6402, St. Clair County, Michigan",,,1410,1390,1360,0,0,0,0,0,30,30,0,20,20,0,0,0,0,0,0,0,0
G26014706406001,2016-2020,MI,Michigan,26,St. Clair County,147,640600,1,15000US261476406001,"Block Group 1, Census Tract 6406, St. Clair County, Michigan",,,866,866,856,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0
G26014706406002,2016-2020,MI,Michigan,26,St. Clair County,147,640600,2,15000US261476406002,"Block Group 2, Census Tract 6406, St. Clair County, Michigan",,,900,893,805,0,0,0,0,0,88,0,88,7,7,0,0,0,0,0,0,0,0
G26014706406003,2016-2020,MI,Michigan,26,St. Clair County,147,640600,3,15000US261476406003,"Block Group 3, Census Tract 6406, St. Clair County, Michigan",,,735,685,674,0,3,0,0,0,8,0,8,50,50,0,0,0,0,0,0,0,0
G26014706410001,2016-2020,MI,Michigan,26,St. Clair County,147,641000,1,15000US261476410001,"Block Group 1, Census Tract 6410, St. Clair County, Michigan",,,1334,1334,1314,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0
G26014706410002,2016-2020,MI,Michigan,26,St. Clair County,147,641000,2,15000US261476410002,"Block Group 2, Census Tract 6410, St. Clair County, Michigan",,,966,966,958,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0
G26014706410003,2016-2020,MI,Michigan,26,St. Clair County,147,641000,3,15000US261476410003,"Block Group 3, Census Tract 6410, St. Clair County, Michigan",,,1152,1143,1119,0,0,0,0,0,24,0,24,9,9,0,0,0,0,0,0,0,0
G26014706420001,2016-2020,MI,Michigan,26,St. Clair County,147,642000,1,15000US261476420001,"Block Group 1, Census Tract 6420, St. Clair County, Michigan",,,1196,1098,1098,0,0,0,0,0,0,0,0,98,98,0,0,0,0,0,0,0,0
G26014706420002,2016-2020,MI,Michigan,26,St. Clair County,147,642000,2,15000US261476420002,"Block Group 2, Census Tract 6420, St. Clair County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26014706420003,2016-2020,MI,Michigan,26,St. Clair County,147,642000,3,15000US261476420003,"Block Group 3, Census Tract 6420, St. Clair County, Michigan",,,911,911,871,0,0,16,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0
G26014706420004,2016-2020,MI,Michigan,26,St. Clair County,147,642000,4,15000US261476420004,"Block Group 4, Census Tract 6420, St. Clair County, Michigan",,,939,927,927,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0
G26014706420005,2016-2020,MI,Michigan,26,St. Clair County,147,642000,5,15000US261476420005,"Block Group 5, Census Tract 6420, St. Clair County, Michigan",,,1617,1589,1417,100,0,13,0,0,59,0,59,28,28,0,0,0,0,0,0,0,0
G26014706420006,2016-2020,MI,Michigan,26,St. Clair County,147,642000,6,15000US261476420006,"Block Group 6, Census Tract 6420, St. Clair County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26014706420007,2016-2020,MI,Michigan,26,St. Clair County,147,642000,7,15000US261476420007,"Block Group 7, Census Tract 6420, St. Clair County, Michigan",,,691,691,643,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26014706430001,2016-2020,MI,Michigan,26,St. Clair County,147,643000,1,15000US261476430001,"Block Group 1, Census Tract 6430, St. Clair County, Michigan",,,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26014706430002,2016-2020,MI,Michigan,26,St. Clair County,147,643000,2,15000US261476430002,"Block Group 2, Census Tract 6430, St. Clair County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26014706430003,2016-2020,MI,Michigan,26,St. Clair County,147,643000,3,15000US261476430003,"Block Group 3, Census Tract 6430, St. Clair County, Michigan",,,441,441,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26014706430004,2016-2020,MI,Michigan,26,St. Clair County,147,643000,4,15000US261476430004,"Block Group 4, Census Tract 6430, St. Clair County, Michigan",,,715,665,620,0,0,0,0,0,45,0,45,50,50,0,0,0,0,0,0,0,0
G26014706430005,2016-2020,MI,Michigan,26,St. Clair County,147,643000,5,15000US261476430005,"Block Group 5, Census Tract 6430, St. Clair County, Michigan",,,1561,1561,1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26014706430006,2016-2020,MI,Michigan,26,St. Clair County,147,643000,6,15000US261476430006,"Block Group 6, Census Tract 6430, St. Clair County, Michigan",,,836,836,788,34,1,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0
G26014706430007,2016-2020,MI,Michigan,26,St. Clair County,147,643000,7,15000US261476430007,"Block Group 7, Census Tract 6430, St. Clair County, Michigan",,,138,138,125,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26014706440001,2016-2020,MI,Michigan,26,St. Clair County,147,644000,1,15000US261476440001,"Block Group 1, Census Tract 6440, St. Clair County, Michigan",,,717,667,625,0,0,0,0,0,42,0,42,50,50,0,0,0,0,0,0,0,0
G26014706440002,2016-2020,MI,Michigan,26,St. Clair County,147,644000,2,15000US261476440002,"Block Group 2, Census Tract 6440, St. Clair County, Michigan",,,1194,1194,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26014706440003,2016-2020,MI,Michigan,26,St. Clair County,147,644000,3,15000US261476440003,"Block Group 3, Census Tract 6440, St. Clair County, Michigan",,,1063,1056,1009,0,10,0,0,0,37,0,37,7,7,0,0,0,0,0,0,0,0
G26014706440004,2016-2020,MI,Michigan,26,St. Clair County,147,644000,4,15000US261476440004,"Block Group 4, Census Tract 6440, St. Clair County, Michigan",,,1235,1229,1229,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0
G26014706450001,2016-2020,MI,Michigan,26,St. Clair County,147,645000,1,15000US261476450001,"Block Group 1, Census Tract 6450, St. Clair County, Michigan",,,2002,2002,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26014706450002,2016-2020,MI,Michigan,26,St. Clair County,147,645000,2,15000US261476450002,"Block Group 2, Census Tract 6450, St. Clair County, Michigan",,,734,714,714,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0
G26014706450003,2016-2020,MI,Michigan,26,St. Clair County,147,645000,3,15000US261476450003,"Block Group 3, Census Tract 6450, St. Clair County, Michigan",,,611,611,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26014706460001,2016-2020,MI,Michigan,26,St. Clair County,147,646000,1,15000US261476460001,"Block Group 1, Census Tract 6460, St. Clair County, Michigan",,,649,648,645,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0
G26014706460002,2016-2020,MI,Michigan,26,St. Clair County,147,646000,2,15000US261476460002,"Block Group 2, Census Tract 6460, St. Clair County, Michigan",,,1066,1024,1023,0,0,0,0,0,1,0,1,42,26,0,0,0,0,16,0,0,0
G26014706460003,2016-2020,MI,Michigan,26,St. Clair County,147,646000,3,15000US261476460003,"Block Group 3, Census Tract 6460, St. Clair County, Michigan",,,2300,2283,2181,0,0,72,0,0,30,11,19,17,17,0,0,0,0,0,0,0,0
G26014706460004,2016-2020,MI,Michigan,26,St. Clair County,147,646000,4,15000US261476460004,"Block Group 4, Census Tract 6460, St. Clair County, Michigan",,,736,688,656,0,0,17,0,0,15,0,15,48,0,0,0,0,0,48,0,0,0
G26014706470001,2016-2020,MI,Michigan,26,St. Clair County,147,647000,1,15000US261476470001,"Block Group 1, Census Tract 6470, St. Clair County, Michigan",,,809,809,741,0,29,0,10,0,29,0,29,0,0,0,0,0,0,0,0,0,0
G26014706470002,2016-2020,MI,Michigan,26,St. Clair County,147,647000,2,15000US261476470002,"Block Group 2, Census Tract 6470, St. Clair County, Michigan",,,2212,2212,2212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26014706480001,2016-2020,MI,Michigan,26,St. Clair County,147,648000,1,15000US261476480001,"Block Group 1, Census Tract 6480, St. Clair County, Michigan",,,533,533,514,0,4,0,0,0,15,5,10,0,0,0,0,0,0,0,0,0,0
G26014706480002,2016-2020,MI,Michigan,26,St. Clair County,147,648000,2,15000US261476480002,"Block Group 2, Census Tract 6480, St. Clair County, Michigan",,,565,565,561,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
G26014706490001,2016-2020,MI,Michigan,26,St. Clair County,147,649000,1,15000US261476490001,"Block Group 1, Census Tract 6490, St. Clair County, Michigan",,,1120,1120,1093,0,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0
G26014706490002,2016-2020,MI,Michigan,26,St. Clair County,147,649000,2,15000US261476490002,"Block Group 2, Census Tract 6490, St. Clair County, Michigan",,,693,680,680,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0
G26014706490003,2016-2020,MI,Michigan,26,St. Clair County,147,649000,3,15000US261476490003,"Block Group 3, Census Tract 6490, St. Clair County, Michigan",,,1437,1425,1385,0,4,0,0,0,36,0,36,12,12,0,0,0,0,0,0,0,0
G26014706490004,2016-2020,MI,Michigan,26,St. Clair County,147,649000,4,15000US261476490004,"Block Group 4, Census Tract 6490, St. Clair County, Michigan",,,807,744,687,11,41,0,0,0,5,0,5,63,0,0,0,0,0,63,0,0,0
G26014706501001,2016-2020,MI,Michigan,26,St. Clair County,147,650100,1,15000US261476501001,"Block Group 1, Census Tract 6501, St. Clair County, Michigan",,,929,876,863,0,0,0,0,0,13,0,13,53,0,53,0,0,0,0,0,0,0
G26014706501002,2016-2020,MI,Michigan,26,St. Clair County,147,650100,2,15000US261476501002,"Block Group 2, Census Tract 6501, St. Clair County, Michigan",,,246,246,177,41,0,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0
G26014706501003,2016-2020,MI,Michigan,26,St. Clair County,147,650100,3,15000US261476501003,"Block Group 3, Census Tract 6501, St. Clair County, Michigan",,,1443,1443,1439,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
G26014706501004,2016-2020,MI,Michigan,26,St. Clair County,147,650100,4,15000US261476501004,"Block Group 4, Census Tract 6501, St. Clair County, Michigan",,,1380,1372,1372,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0
G26014706502001,2016-2020,MI,Michigan,26,St. Clair County,147,650200,1,15000US261476502001,"Block Group 1, Census Tract 6502, St. Clair County, Michigan",,,1091,1091,1086,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26014706511001,2016-2020,MI,Michigan,26,St. Clair County,147,651100,1,15000US261476511001,"Block Group 1, Census Tract 6511, St. Clair County, Michigan",,,1026,1016,1010,0,0,0,0,0,6,0,6,10,10,0,0,0,0,0,0,0,0
G26014706511002,2016-2020,MI,Michigan,26,St. Clair County,147,651100,2,15000US261476511002,"Block Group 2, Census Tract 6511, St. Clair County, Michigan",,,1131,1111,1068,0,0,34,0,0,9,0,9,20,20,0,0,0,0,0,0,0,0
G26014706512001,2016-2020,MI,Michigan,26,St. Clair County,147,651200,1,15000US261476512001,"Block Group 1, Census Tract 6512, St. Clair County, Michigan",,,1298,1285,1273,5,0,0,0,0,7,0,7,13,13,0,0,0,0,0,0,0,0
G26014706512002,2016-2020,MI,Michigan,26,St. Clair County,147,651200,2,15000US261476512002,"Block Group 2, Census Tract 6512, St. Clair County, Michigan",,,590,473,461,0,0,0,0,0,12,0,12,117,117,0,0,0,0,0,0,0,0
G26014706516001,2016-2020,MI,Michigan,26,St. Clair County,147,651600,1,15000US261476516001,"Block Group 1, Census Tract 6516, St. Clair County, Michigan",,,1649,1609,1432,84,0,0,0,0,93,0,93,40,40,0,0,0,0,0,0,0,0
G26014706516002,2016-2020,MI,Michigan,26,St. Clair County,147,651600,2,15000US261476516002,"Block Group 2, Census Tract 6516, St. Clair County, Michigan",,,968,968,929,12,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0
G26014706516003,2016-2020,MI,Michigan,26,St. Clair County,147,651600,3,15000US261476516003,"Block Group 3, Census Tract 6516, St. Clair County, Michigan",,,1411,1307,1269,0,0,0,0,0,38,0,38,104,57,0,0,0,0,47,0,0,0
G26014706521001,2016-2020,MI,Michigan,26,St. Clair County,147,652100,1,15000US261476521001,"Block Group 1, Census Tract 6521, St. Clair County, Michigan",,,1500,1500,1470,0,0,0,0,0,30,15,15,0,0,0,0,0,0,0,0,0,0
G26014706521002,2016-2020,MI,Michigan,26,St. Clair County,147,652100,2,15000US261476521002,"Block Group 2, Census Tract 6521, St. Clair County, Michigan",,,1024,1004,940,0,0,0,0,0,64,0,64,20,20,0,0,0,0,0,0,0,0
G26014706526001,2016-2020,MI,Michigan,26,St. Clair County,147,652600,1,15000US261476526001,"Block Group 1, Census Tract 6526, St. Clair County, Michigan",,,1788,1778,1691,0,0,0,0,0,87,0,87,10,4,0,0,0,0,0,6,0,6
G26014706526002,2016-2020,MI,Michigan,26,St. Clair County,147,652600,2,15000US261476526002,"Block Group 2, Census Tract 6526, St. Clair County, Michigan",,,1390,1380,1299,52,0,0,0,0,29,0,29,10,7,0,3,0,0,0,0,0,0
G26014706551001,2016-2020,MI,Michigan,26,St. Clair County,147,655100,1,15000US261476551001,"Block Group 1, Census Tract 6551, St. Clair County, Michigan",,,2216,2176,2081,7,9,10,0,4,65,10,55,40,28,0,0,0,0,0,12,12,0
G26014706551002,2016-2020,MI,Michigan,26,St. Clair County,147,655100,2,15000US261476551002,"Block Group 2, Census Tract 6551, St. Clair County, Michigan",,,976,942,923,11,4,0,0,0,4,0,4,34,26,0,4,0,0,2,2,2,0
G26014706551003,2016-2020,MI,Michigan,26,St. Clair County,147,655100,3,15000US261476551003,"Block Group 3, Census Tract 6551, St. Clair County, Michigan",,,1999,1945,1903,0,0,0,0,18,24,4,20,54,15,0,0,0,0,0,39,25,14
G26014706556001,2016-2020,MI,Michigan,26,St. Clair County,147,655600,1,15000US261476556001,"Block Group 1, Census Tract 6556, St. Clair County, Michigan",,,851,846,810,0,0,12,0,0,24,2,22,5,0,0,0,0,0,3,2,2,0
G26014706556002,2016-2020,MI,Michigan,26,St. Clair County,147,655600,2,15000US261476556002,"Block Group 2, Census Tract 6556, St. Clair County, Michigan",,,1514,1499,1474,3,0,5,0,0,17,5,12,15,13,0,0,0,0,0,2,2,0
G26014706556003,2016-2020,MI,Michigan,26,St. Clair County,147,655600,3,15000US261476556003,"Block Group 3, Census Tract 6556, St. Clair County, Michigan",,,746,730,696,0,0,7,3,0,24,0,24,16,12,4,0,0,0,0,0,0,0
G26014706571001,2016-2020,MI,Michigan,26,St. Clair County,147,657100,1,15000US261476571001,"Block Group 1, Census Tract 6571, St. Clair County, Michigan",,,752,537,504,0,0,0,0,0,33,0,33,215,54,0,0,0,0,127,34,34,0
G26014706571002,2016-2020,MI,Michigan,26,St. Clair County,147,657100,2,15000US261476571002,"Block Group 2, Census Tract 6571, St. Clair County, Michigan",,,1106,907,873,0,2,0,0,32,0,0,0,199,72,7,0,0,0,66,54,37,17
G26014706572001,2016-2020,MI,Michigan,26,St. Clair County,147,657200,1,15000US261476572001,"Block Group 1, Census Tract 6572, St. Clair County, Michigan",,,1369,1341,1289,0,0,0,0,0,52,0,52,28,28,0,0,0,0,0,0,0,0
G26014706572002,2016-2020,MI,Michigan,26,St. Clair County,147,657200,2,15000US261476572002,"Block Group 2, Census Tract 6572, St. Clair County, Michigan",,,2182,2167,2143,0,0,0,0,1,23,0,23,15,15,0,0,0,0,0,0,0,0
G26014706572003,2016-2020,MI,Michigan,26,St. Clair County,147,657200,3,15000US261476572003,"Block Group 3, Census Tract 6572, St. Clair County, Michigan",,,1023,1007,991,0,0,0,0,0,16,10,6,16,16,0,0,0,0,0,0,0,0
G26014706572004,2016-2020,MI,Michigan,26,St. Clair County,147,657200,4,15000US261476572004,"Block Group 4, Census Tract 6572, St. Clair County, Michigan",,,876,844,781,0,0,0,0,0,63,0,63,32,32,0,0,0,0,0,0,0,0
G26014706581001,2016-2020,MI,Michigan,26,St. Clair County,147,658100,1,15000US261476581001,"Block Group 1, Census Tract 6581, St. Clair County, Michigan",,,1523,1442,1429,0,0,0,0,0,13,0,13,81,81,0,0,0,0,0,0,0,0
G26014706581002,2016-2020,MI,Michigan,26,St. Clair County,147,658100,2,15000US261476581002,"Block Group 2, Census Tract 6581, St. Clair County, Michigan",,,1099,1083,1076,0,0,0,0,0,7,0,7,16,0,16,0,0,0,0,0,0,0
G26014706585001,2016-2020,MI,Michigan,26,St. Clair County,147,658500,1,15000US261476585001,"Block Group 1, Census Tract 6585, St. Clair County, Michigan",,,2197,2127,2112,0,0,0,0,0,15,0,15,70,55,0,0,0,0,15,0,0,0
G26014706585002,2016-2020,MI,Michigan,26,St. Clair County,147,658500,2,15000US261476585002,"Block Group 2, Census Tract 6585, St. Clair County, Michigan",,,1484,1484,1464,2,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0
G26014709890001,2016-2020,MI,Michigan,26,St. Clair County,147,989000,1,15000US261479890001,"Block Group 1, Census Tract 9890, St. Clair County, Michigan",,,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26014709900000,2016-2020,MI,Michigan,26,St. Clair County,147,990000,0,15000US261479900000,"Block Group 0, Census Tract 9900, St. Clair County, Michigan",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G26014900401001,2016-2020,MI,Michigan,26,St. Joseph County,149,40100,1,15000US261490401001,"Block Group 1, Census Tract 401, St. Joseph County, Michigan",,,766,675,612,29,0,0,0,0,34,0,34,91,6,0,0,0,0,76,9,9,0
G26014900401002,2016-2020,MI,Michigan,26,St. Joseph County,149,40100,2,15000US261490401002,"Block Group 2, Census Tract 401, St. Joseph County, Michigan",,,2116,1921,1770,0,0,69,0,0,82,39,43,195,9,0,0,0,0,0,186,161,25
G26014900401003,2016-2020,MI,Michigan,26,St. Joseph County,149,40100,3,15000US261490401003,"Block Group 3, Census Tract 401, St. Joseph County, Michigan",,,870,811,765,0,0,0,0,0,46,0,46,59,31,0,0,0,0,0,28,0,28
G26014900402001,2016-2020,MI,Michigan,26,St. Joseph County,149,40200,1,15000US261490402001,"Block Group 1, Census Tract 402, St. Joseph County, Michigan",,,1004,995,883,94,0,0,0,0,18,0,18,9,9,0,0,0,0,0,0,0,0
G26014900402002,2016-2020,MI,Michigan,26,St. Joseph County,149,40200,2,15000US261490402002,"Block Group 2, Census Tract 402, St. Joseph County, Michigan",,,1049,1012,643,319,0,0,0,0,50,6,44,37,17,0,0,0,0,3,17,0,17
G26014900403001,2016-2020,MI,Michigan,26,St. Joseph County,149,40300,1,15000US261490403001,"Block Group 1, Census Tract 403, St. Joseph County, Michigan",,,1664,1507,1234,96,0,0,0,0,177,0,177,157,107,0,0,0,0,5,45,45,0
G26014900403002,2016-2020,MI,Michigan,26,St. Joseph County,149,40300,2,15000US261490403002,"Block Group 2, Census Tract 403, St. Joseph County, Michigan",,,1205,989,860,60,0,35,0,0,34,0,34,216,164,0,0,0,0,0,52,0,52
G26014900404001,2016-2020,MI,Michigan,26,St. Joseph County,149,40400,1,15000US261490404001,"Block Group 1, Census Tract 404, St. Joseph County, Michigan",,,785,746,521,89,0,57,0,0,79,0,79,39,3,0,0,0,0,17,19,12,7
G26014900404002,2016-2020,MI,Michigan,26,St. Joseph County,149,40400,2,15000US261490404002,"Block Group 2, Census Tract 404, St. Joseph County, Michigan",,,1374,1334,1122,130,0,0,0,0,82,0,82,40,36,0,0,0,0,0,4,4,0
G26014900405001,2016-2020,MI,Michigan,26,St. Joseph County,149,40500,1,15000US261490405001,"Block Group 1, Census Tract 405, St. Joseph County, Michigan",,,1033,938,908,26,0,0,0,0,4,0,4,95,95,0,0,0,0,0,0,0,0
G26014900405002,2016-2020,MI,Michigan,26,St. Joseph County,149,40500,2,15000US261490405002,"Block Group 2, Census Tract 405, St. Joseph County, Michigan",,,860,757,749,0,0,0,0,0,8,0,8,103,74,0,0,0,0,29,0,0,0
G26014900405003,2016-2020,MI,Michigan,26,St. Joseph County,149,40500,3,15000US261490405003,"Block Group 3, Census Tract 405, St. Joseph County, Michigan",,,913,840,829,0,0,0,0,0,11,0,11,73,73,0,0,0,0,0,0,0,0
G26014900406001,2016-2020,MI,Michigan,26,St. Joseph County,149,40600,1,15000US261490406001,"Block Group 1, Census Tract 406, St. Joseph County, Michigan",,,1658,1286,1271,12,0,0,0,0,3,0,3,372,187,0,0,0,0,102,83,75,8
G26014900406002,2016-2020,MI,Michigan,26,St. Joseph County,149,40600,2,15000US261490406002,"Block Group 2, Census Tract 406, St. Joseph County, Michigan",,,1531,939,912,11,0,0,0,0,16,0,16,592,498,0,0,0,0,94,0,0,0
G26014900407001,2016-2020,MI,Michigan,26,St. Joseph County,149,40700,1,15000US261490407001,"Block Group 1, Census Tract 407, St. Joseph County, Michigan",,,695,646,646,0,0,0,0,0,0,0,0,49,8,0,0,0,0,33,8,0,8
G26014900407002,2016-2020,MI,Michigan,26,St. Joseph County,149,40700,2,15000US261490407002,"Block Group 2, Census Tract 407, St. Joseph County, Michigan",,,1495,768,609,0,5,0,0,0,154,0,154,727,474,0,0,0,0,253,0,0,0
G26014900407003,2016-2020,MI,Michigan,26,St. Joseph County,149,40700,3,15000US261490407003,"Block Group 3, Census Tract 407, St. Joseph County, Michigan",,,892,799,737,0,0,0,0,0,62,0,62,93,57,0,36,0,0,0,0,0,0
G26014900408001,2016-2020,MI,Michigan,26,St. Joseph County,149,40800,1,15000US261490408001,"Block Group 1, Census Tract 408, St. Joseph County, Michigan",,,1339,1261,1111,13,0,0,0,0,137,38,99,78,0,0,0,0,0,78,0,0,0
G26014900408002,2016-2020,MI,Michigan,26,St. Joseph County,149,40800,2,15000US261490408002,"Block Group 2, Census Tract 408, St. Joseph County, Michigan",,,1026,798,689,0,0,0,0,0,109,0,109,228,54,0,0,0,0,0,174,150,24
G26014900408003,2016-2020,MI,Michigan,26,St. Joseph County,149,40800,3,15000US261490408003,"Block Group 3, Census Tract 408, St. Joseph County, Michigan",,,804,556,529,14,0,13,0,0,0,0,0,248,144,0,0,0,0,67,37,37,0
G26014900409001,2016-2020,MI,Michigan,26,St. Joseph County,149,40900,1,15000US261490409001,"Block Group 1, Census Tract 409, St. Joseph County, Michigan",,,1042,1007,985,3,0,6,0,0,13,0,13,35,5,4,0,0,0,3,23,23,0
G26014900409002,2016-2020,MI,Michigan,26,St. Joseph County,149,40900,2,15000US261490409002,"Block Group 2, Census Tract 409, St. Joseph County, Michigan",,,1400,1354,1326,4,0,16,0,0,8,0,8,46,14,0,0,0,0,3,29,29,0
G26014900409003,2016-2020,MI,Michigan,26,St. Joseph County,149,40900,3,15000US261490409003,"Block Group 3, Census Tract 409, St. Joseph County, Michigan",,,1263,1226,1208,6,0,0,0,0,12,0,12,37,37,0,0,0,0,0,0,0,0
G26014900409004,2016-2020,MI,Michigan,26,St. Joseph County,149,40900,4,15000US261490409004,"Block Group 4, Census Tract 409, St. Joseph County, Michigan",,,602,584,561,16,0,7,0,0,0,0,0,18,15,0,3,0,0,0,0,0,0
G26014900410001,2016-2020,MI,Michigan,26,St. Joseph County,149,41000,1,15000US261490410001,"Block Group 1, Census Tract 410, St. Joseph County, Michigan",,,789,769,754,0,3,4,0,0,8,0,8,20,12,2,0,0,0,0,6,6,0
